Nachname;Vorname;Strasse;Postleitzahl;Ort;Telefonnummer;Handynummer;Geburtsdatum;Email
Weber;Markus;Dorfstrasse 65;8500;Genf;0447434931;0797186919;1974-09-03;Markus.Weber@web.de
Wenger;Felix;Hauptstrasse 7;8002;Zug;0448982813;0795354193;1975-03-16;Felix.Wenger@mail.com
Wenger;Kevin;Talstrasse 34;9001;Neuenburg;0446958130;0795668668;1999-05-01;Kevin.Wenger@mail.com
Fischer;Katja;Alpenblick 3;5000;Winterthur;0441849975;0791668239;1950-06-11;Katja.Fischer@gmail.com
Roth;David;Talstrasse 7;8304;Luzern;0444747021;0796786311;1970-08-01;David.Roth@mail.com
Zürcher;Lukas;Schulstrasse 5;9300;Lugano;0447633856;0797788905;1965-04-23;Lukas.Zürcher@web.de
Weber;Laura;Brunnenstrasse 42;8400;Basel;0446438065;0797526210;1977-08-02;Laura.Weber@example.com
Steiner;Katja;Wiesenweg 24;6003;Baden;0441814027;0796512196;1966-02-13;Katja.Steiner@example.com
Keller;David;Rosenweg 70;9100;Basel;0446533396;0793397566;1992-09-18;David.Keller@yahoo.com
Meier;Simon;Alpenblick 44;9000;Winterthur;0448630394;0793954902;1994-03-16;Simon.Meier@web.de
Baumann;Maria;Sonnenweg 17;5000;Winterthur;0441277545;0795354193;1983-06-13;Maria.Baumann@example.com
Wenger;Maria;Rosenweg 79;8050;Baden;0449153046;0798027573;1969-07-25;Maria.Wenger@gmail.com
Huber;Anna;Rosenweg 82;3000;Bern;0442217112;0798041878;1994-12-11;Anna.Huber@web.de
Müller;Lena;Dorfstrasse 73;9200;Zug;0447410655;0799343726;1989-11-05;Lena.Müller@example.com
Sutter;Daniel;Wiesenweg 13;8304;Thun;0445735778;0798551915;1999-04-10;Daniel.Sutter@mail.com
Roth;Maria;Lindenweg 15;8400;Zug;0448157568;0791954558;1978-06-21;Maria.Roth@example.com
Zürcher;Lukas;Talstrasse 54;8002;Baden;0442322425;0796616369;1998-12-22;Lukas.Zürcher@yahoo.com
Baumann;Maria;Feldstrasse 45;9100;Neuenburg;0442986851;0799536333;1971-06-22;Maria.Baumann@example.com
Maurer;Katja;Lindenweg 20;8050;Freiburg;0448982813;0798027573;1973-11-11;Katja.Maurer@example.com
Lehmann;Anna;Rosenweg 31;4001;Basel;0442118266;0793711365;1996-05-25;Anna.Lehmann@mail.com
Maurer;Thomas;Ringstrasse 53;9050;Lugano;0448982813;0798740150;1990-10-07;Thomas.Maurer@mail.com
Gerber;Sandra;Brunnenstrasse 22;8500;Luzern;0443414722;0798740150;1958-12-31;Sandra.Gerber@web.de
Marti;Maria;Schulstrasse 44;4001;Uster;0442144055;0792915444;1989-07-10;Maria.Marti@gmail.com
Keller;Katja;Tannenweg 76;6300;Basel;0448234304;0795114420;1956-04-11;Katja.Keller@web.de
Zürcher;Julia;Birkenweg 8;9050;Neuenburg;0445192456;0792915444;1965-05-12;Julia.Zürcher@example.com
Gerber;Nina;Rosenweg 25;6300;Biel;0441277545;0792915444;1991-02-05;Nina.Gerber@yahoo.com
Wenger;Max;Seestrasse 69;6300;Luzern;0447410655;0797346559;1984-03-21;Max.Wenger@web.de
Sutter;Maria;Weidstrasse 8;5000;Schaffhausen;0448374138;0796415432;1951-05-20;Maria.Sutter@yahoo.com
Brunner;Max;Birkenweg 81;8304;Baden;0443005327;0796512196;1963-08-08;Max.Brunner@mail.com
Fischer;David;Weidstrasse 65;4001;Bern;0448590960;0798166505;1969-11-13;David.Fischer@gmail.com
Huber;Max;Schulstrasse 35;9050;Zürich;0447252363;0798166505;1966-02-06;Max.Huber@example.com
Keller;Maria;Poststrasse 76;4001;Genf;0442172365;0796087818;1961-10-12;Maria.Keller@yahoo.com
Bachmann;Katja;Sonnenweg 70;9400;Uster;0442744320;0793478279;2000-09-11;Katja.Bachmann@gmail.com
Fischer;Peter;Gartenweg 49;3000;Bern;0441578655;0795597697;1972-07-14;Peter.Fischer@web.de
Sutter;Sandra;Gartenweg 2;9300;Solothurn;0448569453;0792915444;1975-10-07;Sandra.Sutter@mail.com
Zürcher;David;Ringstrasse 59;7000;Thun;0444295640;0796290954;1982-12-06;David.Zürcher@mail.com
Bachmann;Felix;Sonnenweg 85;8050;Schaffhausen;0443824648;0796052063;1963-11-07;Felix.Bachmann@gmail.com
Sutter;Laura;Schulstrasse 4;4001;Baden;0441277545;0792225391;1982-11-02;Laura.Sutter@mail.com
Meier;Simon;Sonnenweg 17;8500;Winterthur;0446533396;0797923742;1969-06-14;Simon.Meier@gmail.com
Meier;Kevin;Dorfstrasse 67;8400;Solothurn;0443414722;0795919543;1979-01-20;Kevin.Meier@mail.com
Gerber;Markus;Rosenweg 11;9200;Sitten;0445735778;0797346559;1992-08-15;Markus.Gerber@yahoo.com
Gerber;Julia;Wiesenweg 35;8050;Solothurn;0443824648;0797670330;1978-12-19;Julia.Gerber@gmail.com
Gerber;Thomas;Ringstrasse 31;5000;Lausanne;0445519479;0792141573;1993-11-29;Thomas.Gerber@example.com
Marti;Kevin;Talstrasse 87;8050;Solothurn;0443403090;0793501428;1969-04-15;Kevin.Marti@web.de
Bachmann;Michaela;Tannenweg 16;4001;Freiburg;0443403090;0797978535;1985-09-25;Michaela.Bachmann@web.de
Kunz;Anna;Lindenweg 97;9000;Chur;0442172365;0791731551;1969-06-05;Anna.Kunz@web.de
Gerber;Anna;Schulstrasse 64;8002;Baden;0441353442;0795980038;1954-12-05;Anna.Gerber@gmail.com
Weber;Sophie;Schulstrasse 55;8500;Lugano;0445104583;0799433022;1981-12-11;Sophie.Weber@example.com
Kunz;Laura;Birkenweg 18;1000;Neuenburg;0444853797;0796131401;1960-08-17;Laura.Kunz@example.com
Sutter;Katja;Birkenweg 87;8001;Thun;0442144055;0799433022;1996-06-11;Katja.Sutter@yahoo.com
Keller;Sophie;Lindenweg 74;4001;Winterthur;0449833678;0796209489;1988-01-19;Sophie.Keller@yahoo.com
Kunz;Daniel;Alpenblick 33;9200;Zürich;0441025317;0792316000;1960-11-04;Daniel.Kunz@yahoo.com
Roth;Simon;Dorfstrasse 34;8304;Chur;0448569453;0791556601;1956-05-17;Simon.Roth@gmail.com
Weber;Lukas;Dorfstrasse 42;5000;Schaffhausen;0444633613;0798740150;1985-09-29;Lukas.Weber@example.com
Marti;Laura;Rosenweg 18;1000;Uster;0441025317;0796290954;1994-09-29;Laura.Marti@web.de
Fischer;Kevin;Talstrasse 87;5000;Freiburg;0442376115;0797346559;1985-02-12;Kevin.Fischer@example.com
Brunner;Maria;Alpenblick 6;6003;Lausanne;0443810194;0793501428;1998-10-23;Maria.Brunner@mail.com
Lehmann;Sandra;Feldstrasse 5;1000;Basel;0442265256;0797186919;1963-02-13;Sandra.Lehmann@example.com
Fischer;Anna;Feldstrasse 97;9000;Lausanne;0447604237;0795354193;1987-06-28;Anna.Fischer@web.de
Kunz;Laura;Bahnhofstrasse 44;6003;Baden;0441578655;0793739668;1951-06-08;Laura.Kunz@gmail.com
Gerber;David;Bahnhofstrasse 92;6300;Freiburg;0446569362;0793269976;1998-01-26;David.Gerber@web.de
Wenger;Kevin;Poststrasse 57;7000;Biel;0443352937;0797729364;1963-05-05;Kevin.Wenger@yahoo.com
Lehmann;Simon;Sonnenweg 81;8400;Schaffhausen;0449923823;0799516577;2000-12-21;Simon.Lehmann@web.de
Brunner;Max;Feldstrasse 53;9100;Biel;0449153006;0795781113;1982-05-10;Max.Brunner@example.com
Fischer;Lukas;Sonnenweg 51;9001;Bern;0449429709;0798830298;1956-09-29;Lukas.Fischer@yahoo.com
Bachmann;Max;Weidstrasse 70;8304;Chur;0448094381;0798369565;1964-04-14;Max.Bachmann@gmail.com
Huber;Sandra;Bergstrasse 58;1000;Zug;0442187777;0796209489;1981-11-03;Sandra.Huber@gmail.com
Maurer;Kevin;Sonnenweg 25;1000;Sitten;0447975858;0795781113;1996-11-23;Kevin.Maurer@web.de
Schmid;Lukas;Weidstrasse 38;1000;Solothurn;0444633613;0793543120;1973-11-09;Lukas.Schmid@example.com
Gerber;Laura;Brunnenstrasse 51;9300;Basel;0444853797;0797346559;1950-04-10;Laura.Gerber@yahoo.com
Kunz;Lukas;Weidstrasse 70;8002;Genf;0448670314;0798742111;1983-05-23;Lukas.Kunz@mail.com
Kunz;Peter;Gartenweg 58;6003;Winterthur;0445259121;0797670330;1962-02-22;Peter.Kunz@example.com
Baumann;Julia;Tannenweg 35;8050;Luzern;0443414722;0797540509;1955-02-15;Julia.Baumann@gmail.com
Müller;Maria;Birkenweg 81;9100;Neuenburg;0442217112;0799644823;1979-08-02;Maria.Müller@web.de
Huber;Michaela;Alpenblick 92;8500;Zürich;0449429709;0799433022;1954-01-03;Michaela.Huber@gmail.com
Meier;Katja;Poststrasse 26;3000;St. Gallen;0442144055;0797923742;1974-06-02;Katja.Meier@gmail.com
Maurer;Nina;Talstrasse 61;8304;Baden;0441578655;0798166505;1982-06-09;Nina.Maurer@yahoo.com
Gerber;Markus;Dorfstrasse 50;8500;Baden;0449833678;0795781113;1951-11-27;Markus.Gerber@example.com
Kunz;Anna;Rosenweg 29;9400;Uster;0444446643;0792655207;1969-03-27;Anna.Kunz@gmail.com
Huber;David;Lindenweg 28;9400;Winterthur;0448030590;0797923742;1980-09-02;David.Huber@example.com
Maurer;Sandra;Schulstrasse 13;3000;Thun;0449153006;0794729837;1967-03-28;Sandra.Maurer@gmail.com
Keller;Julia;Poststrasse 27;8050;Neuenburg;0446247475;0793397566;1980-12-17;Julia.Keller@yahoo.com
Müller;Maria;Tannenweg 3;8500;Sitten;0442187777;0797526210;1994-06-26;Maria.Müller@gmail.com
Schmid;Felix;Seestrasse 15;8050;Solothurn;0447704715;0797765114;1992-06-28;Felix.Schmid@web.de
Lehmann;David;Wiesenweg 83;8050;Baden;0442172365;0798027573;1952-10-25;David.Lehmann@yahoo.com
Brunner;Nina;Ringstrasse 13;4001;Biel;0448157568;0793741172;1995-08-23;Nina.Brunner@gmail.com
Maurer;Markus;Brunnenstrasse 63;8500;Solothurn;0447633856;0791766783;1987-11-09;Markus.Maurer@web.de
Brunner;Max;Talstrasse 7;9400;Lugano;0447604237;0795114420;1984-06-17;Max.Brunner@yahoo.com
Weber;Sandra;Alpenblick 97;3000;Thun;0447434931;0793543120;1978-03-05;Sandra.Weber@gmail.com
Lehmann;Kevin;Birkenweg 19;3000;Thun;0444747021;0799473499;1970-06-19;Kevin.Lehmann@web.de
Bachmann;Anna;Hauptstrasse 25;8002;Lausanne;0448350147;0791282670;1996-12-06;Anna.Bachmann@mail.com
Marti;Laura;Brunnenstrasse 69;9100;Uster;0443352937;0794286787;1979-07-02;Laura.Marti@gmail.com
Müller;Thomas;Bergstrasse 70;9050;Lugano;0449833678;0793475351;1990-03-23;Thomas.Müller@example.com
Maurer;Peter;Birkenweg 67;8500;Baden;0448590960;0798027573;1955-06-11;Peter.Maurer@gmail.com
Maurer;Sandra;Poststrasse 94;9300;St. Gallen;0447434931;0791668239;1952-02-05;Sandra.Maurer@yahoo.com
Weber;Laura;Seestrasse 3;8002;Basel;0446958130;0791310176;1997-02-07;Laura.Weber@example.com
Huber;Laura;Tannenweg 49;9050;Baden;0442322425;0799433022;1952-12-19;Laura.Huber@example.com
Roth;Thomas;Schulstrasse 34;9400;Luzern;0444648586;0797765114;1981-08-09;Thomas.Roth@yahoo.com
Schmid;Nina;Weidstrasse 71;3000;St. Gallen;0449689685;0799644823;1966-12-07;Nina.Schmid@example.com
Keller;Nina;Brunnenstrasse 18;4001;Uster;0446438065;0797788905;1992-04-07;Nina.Keller@yahoo.com
Steiner;Felix;Sonnenweg 11;8500;Uster;0443005313;0793397566;1954-12-31;Felix.Steiner@example.com
Lehmann;Katja;Wiesenweg 83;6003;Zug;0447604237;0796087818;1959-12-21;Katja.Lehmann@gmail.com
Gerber;Julia;Seestrasse 50;8304;Chur;0442976598;0796131401;1978-01-17;Julia.Gerber@web.de
Baumann;Simon;Bahnhofstrasse 26;6300;Zug;0448630394;0792169562;1951-05-11;Simon.Baumann@yahoo.com
Marti;Felix;Sonnenweg 62;8001;Thun;0449429709;0798830298;1994-10-31;Felix.Marti@mail.com
Brunner;Nina;Birkenweg 52;9300;Biel;0442994435;0799535881;1996-03-23;Nina.Brunner@gmail.com
Maurer;Thomas;Schulstrasse 86;8400;Bern;0442976598;0795919543;1967-10-05;Thomas.Maurer@gmail.com
Bachmann;Julia;Bergstrasse 88;4001;Luzern;0443810194;0792655207;1976-02-18;Julia.Bachmann@example.com
Maurer;Peter;Feldstrasse 34;8050;Bern;0441814027;0799516577;1977-03-21;Peter.Maurer@web.de
Huber;Anna;Feldstrasse 68;9100;Neuenburg;0446681362;0795631305;1984-08-11;Anna.Huber@web.de
Steiner;Thomas;Poststrasse 91;3000;Lugano;0448630394;0798369565;1966-08-11;Thomas.Steiner@gmail.com
Gerber;Lukas;Hauptstrasse 54;8304;Baden;0445735778;0792181625;1975-05-25;Lukas.Gerber@example.com
Meier;Laura;Gartenweg 18;1000;Luzern;0444633613;0798273907;2000-04-18;Laura.Meier@example.com
Gerber;Markus;Seestrasse 11;9100;Uster;0448094381;0798742111;1950-03-28;Markus.Gerber@example.com
Zürcher;Thomas;Poststrasse 4;9001;Sitten;0442118266;0794549941;1986-03-13;Thomas.Zürcher@mail.com
Fischer;Sophie;Schulstrasse 16;9050;Lugano;0442265256;0793840613;1978-04-12;Sophie.Fischer@example.com
Brunner;Max;Gartenweg 45;9050;Genf;0441651055;0796649602;1989-04-03;Max.Brunner@gmail.com
Brunner;Laura;Bahnhofstrasse 15;8500;Genf;0441849975;0793269976;1950-04-19;Laura.Brunner@gmail.com
Weber;Peter;Birkenweg 27;9000;Chur;0442321054;0796290954;1989-02-19;Peter.Weber@example.com
Fischer;Markus;Hauptstrasse 55;9200;Zug;0445349037;0799536333;1973-06-12;Markus.Fischer@web.de
Müller;Lena;Ringstrasse 61;9001;Neuenburg;0441353442;0799343726;1977-10-09;Lena.Müller@example.com
Lehmann;David;Schulstrasse 13;8304;Thun;0448630394;0794957977;1986-02-04;David.Lehmann@yahoo.com
Wenger;Maria;Seestrasse 56;9050;Basel;0446247475;0795919543;1986-02-17;Maria.Wenger@mail.com
Brunner;Sandra;Ringstrasse 71;1000;Sitten;0445349037;0796209489;1983-01-27;Sandra.Brunner@web.de
Keller;Peter;Brunnenstrasse 56;9100;Schaffhausen;0445259121;0794552384;1953-02-05;Peter.Keller@mail.com
Kunz;Anna;Gartenweg 4;6300;Thun;0444446643;0794729837;1989-05-10;Anna.Kunz@yahoo.com
Roth;David;Wiesenweg 13;7000;Solothurn;0444633613;0793269976;1967-09-11;David.Roth@example.com
Keller;Laura;Seestrasse 41;9001;Luzern;0449689685;0795160934;1957-02-06;Laura.Keller@yahoo.com
Maurer;Sandra;Rosenweg 40;8050;Zürich;0442321054;0796087818;1950-02-13;Sandra.Maurer@mail.com
Fischer;Peter;Sonnenweg 28;8050;Zug;0449153046;0799343726;1997-05-24;Peter.Fischer@example.com
Meier;Laura;Schulstrasse 98;6300;Uster;0444853797;0796649602;1961-02-28;Laura.Meier@mail.com
Steiner;Laura;Weidstrasse 48;8304;Chur;0446681362;0799536333;1991-05-20;Laura.Steiner@example.com
Weber;Julia;Sonnenweg 81;9300;Biel;0444295640;0793269976;1971-05-06;Julia.Weber@mail.com
Huber;Thomas;Poststrasse 23;3000;Neuenburg;0444446643;0794646901;1968-05-29;Thomas.Huber@yahoo.com
Schmid;Sandra;Schulstrasse 24;8400;Chur;0443005327;0792655207;1990-02-02;Sandra.Schmid@gmail.com
Müller;Daniel;Schulstrasse 13;9300;Chur;0442321054;0795781113;1989-03-23;Daniel.Müller@mail.com
Marti;Markus;Birkenweg 35;4001;Bern;0449923823;0798740150;1966-02-13;Markus.Marti@example.com
Sutter;Lena;Hauptstrasse 95;8050;Solothurn;0442059596;0793397566;1965-06-30;Lena.Sutter@example.com
Gerber;Michaela;Poststrasse 31;6300;Schaffhausen;0446079100;0795597697;1977-09-30;Michaela.Gerber@mail.com
Weber;Simon;Weidstrasse 70;9400;Bern;0449188966;0793954902;1975-07-03;Simon.Weber@yahoo.com
Maurer;Simon;Tannenweg 69;9001;Bern;0442322425;0796786311;1984-04-05;Simon.Maurer@yahoo.com
Keller;Felix;Weidstrasse 2;9000;Chur;0446438065;0791860658;1995-11-30;Felix.Keller@example.com
Roth;Lukas;Weidstrasse 53;6003;Sitten;0442118266;0795668668;1968-11-07;Lukas.Roth@web.de
Brunner;Julia;Gartenweg 19;3000;Baden;0449833678;0798041878;1974-10-15;Julia.Brunner@yahoo.com
Weber;Nina;Schulstrasse 40;9400;Winterthur;0442265256;0798159871;1993-07-02;Nina.Weber@mail.com
Sutter;David;Bahnhofstrasse 28;6003;Sitten;0443669973;0797978535;1958-10-25;David.Sutter@mail.com
Wenger;David;Schulstrasse 75;6003;Winterthur;0446079100;0791668239;1968-02-03;David.Wenger@web.de
Marti;Julia;Schulstrasse 8;1000;Luzern;0443669973;0794686845;1955-04-03;Julia.Marti@example.com
Huber;Max;Bergstrasse 2;8002;St. Gallen;0446807371;0798369565;1986-10-30;Max.Huber@web.de
Bachmann;Laura;Seestrasse 50;7000;Winterthur;0446062912;0796112895;1990-05-06;Laura.Bachmann@gmail.com
Fischer;Felix;Lindenweg 72;9050;Schaffhausen;0447043886;0796649602;1985-11-03;Felix.Fischer@example.com
Marti;Max;Schulstrasse 15;8500;Freiburg;0449656653;0798188691;1956-02-27;Max.Marti@example.com
Baumann;Simon;Wiesenweg 89;9200;Basel;0447965858;0797923742;1993-07-18;Simon.Baumann@yahoo.com
Fischer;Max;Bahnhofstrasse 32;5000;Sitten;0446958130;0796290954;1986-05-01;Max.Fischer@yahoo.com
Keller;Lena;Bahnhofstrasse 16;4001;Schaffhausen;0449833678;0791668239;1993-12-29;Lena.Keller@yahoo.com
Huber;Laura;Ringstrasse 57;9400;Basel;0448590960;0795109693;1994-08-17;Laura.Huber@yahoo.com
Huber;Lukas;Lindenweg 17;8002;Chur;0446958130;0796209489;1953-04-09;Lukas.Huber@gmail.com
Huber;Lukas;Sonnenweg 39;8002;Zug;0445781828;0794286787;1995-07-25;Lukas.Huber@example.com
Fischer;Sandra;Dorfstrasse 43;9100;Winterthur;0444747021;0798273907;1990-09-08;Sandra.Fischer@mail.com
Weber;Sophie;Hauptstrasse 98;9100;Thun;0442172365;0795597697;1960-03-19;Sophie.Weber@mail.com
Gerber;Daniel;Rosenweg 20;9200;Baden;0446424159;0794826697;1967-12-31;Daniel.Gerber@yahoo.com
Marti;Michaela;Gartenweg 16;8400;St. Gallen;0446958130;0798369565;1964-10-23;Michaela.Marti@gmail.com
Meier;Felix;Birkenweg 90;9000;Biel;0446958130;0793543120;1955-09-08;Felix.Meier@example.com
Roth;Markus;Alpenblick 51;9100;Genf;0445519479;0798841134;1950-10-13;Markus.Roth@mail.com
Marti;Thomas;Feldstrasse 65;4001;Zug;0448982813;0796087818;1981-03-09;Thomas.Marti@yahoo.com
Maurer;Lukas;Feldstrasse 82;6003;Schaffhausen;0442986851;0798159871;1957-09-26;Lukas.Maurer@gmail.com
Marti;Sandra;Ringstrasse 28;8002;Schaffhausen;0447043886;0796112895;1980-05-29;Sandra.Marti@yahoo.com
Huber;Sophie;Brunnenstrasse 51;1000;Luzern;0444295640;0795980038;1979-08-08;Sophie.Huber@example.com
Wenger;Markus;Bergstrasse 49;9000;Solothurn;0447410655;0791310176;1984-12-25;Markus.Wenger@mail.com
Baumann;Markus;Tannenweg 67;3000;Basel;0441578655;0799473499;1984-07-25;Markus.Baumann@gmail.com
Brunner;Michaela;Feldstrasse 86;9300;Chur;0442172365;0794826697;1976-07-12;Michaela.Brunner@yahoo.com
Gerber;Sophie;Alpenblick 71;8002;Neuenburg;0444648586;0794795028;1976-08-23;Sophie.Gerber@web.de
Müller;Kevin;Bergstrasse 50;8304;Basel;0446807371;0792680798;1971-04-28;Kevin.Müller@gmail.com
Steiner;Daniel;Brunnenstrasse 49;8400;Bern;0441651055;0798273907;1990-01-23;Daniel.Steiner@mail.com
Keller;Thomas;Sonnenweg 2;9050;Genf;0443810194;0792169562;1985-08-09;Thomas.Keller@example.com
Huber;Maria;Wiesenweg 37;8304;Baden;0442118266;0793711365;1981-11-24;Maria.Huber@yahoo.com
Huber;Lukas;Bergstrasse 34;8050;Freiburg;0442744320;0799536333;1964-02-09;Lukas.Huber@gmail.com
Fischer;Simon;Brunnenstrasse 50;9100;Bern;0449656653;0795668668;1980-03-15;Simon.Fischer@gmail.com
Marti;Thomas;Seestrasse 21;9050;Chur;0443824648;0798273907;1984-11-29;Thomas.Marti@example.com
Wenger;Sophie;Ringstrasse 64;9000;Baden;0448630394;0798273907;1986-03-02;Sophie.Wenger@yahoo.com
Keller;Daniel;Schulstrasse 91;9001;Freiburg;0441578655;0797186919;1990-08-18;Daniel.Keller@yahoo.com
Steiner;Thomas;Ringstrasse 79;8050;Uster;0446792481;0799236745;1986-09-22;Thomas.Steiner@web.de
Steiner;Felix;Bahnhofstrasse 27;8400;Zug;0441578655;0796131401;1980-09-14;Felix.Steiner@yahoo.com
Baumann;David;Feldstrasse 93;9400;Basel;0445781828;0799535881;1982-06-05;David.Baumann@mail.com
Lehmann;Felix;Gartenweg 79;1000;Sitten;0448590960;0797729364;1962-10-20;Felix.Lehmann@gmail.com
Weber;Michaela;Sonnenweg 28;9300;St. Gallen;0449153046;0793946715;1966-11-23;Michaela.Weber@gmail.com
Baumann;Maria;Feldstrasse 26;8002;Uster;0442172365;0799473499;1994-08-27;Maria.Baumann@web.de
Marti;Max;Ringstrasse 50;8001;Schaffhausen;0446807371;0795109693;1993-11-16;Max.Marti@gmail.com
Steiner;Lukas;Brunnenstrasse 38;8304;Schaffhausen;0442376115;0798740150;1994-11-03;Lukas.Steiner@example.com
Bachmann;Sandra;Weidstrasse 83;9001;Sitten;0449656653;0793472043;1964-09-13;Sandra.Bachmann@yahoo.com
Roth;Julia;Seestrasse 62;9000;Lugano;0445768979;0799236745;1958-01-06;Julia.Roth@yahoo.com
Fischer;Simon;Dorfstrasse 47;9200;Chur;0448145853;0799536333;1965-05-21;Simon.Fischer@example.com
Huber;Anna;Brunnenstrasse 13;6003;Baden;0447043886;0793475351;1972-07-19;Anna.Huber@yahoo.com
Schmid;Markus;Rosenweg 9;1000;Luzern;0443824648;0798159871;1963-09-27;Markus.Schmid@mail.com
Weber;Kevin;Seestrasse 2;4001;Luzern;0447252363;0793269976;1991-02-10;Kevin.Weber@gmail.com
Brunner;Peter;Gartenweg 87;9100;Genf;0441353442;0796649602;1976-02-11;Peter.Brunner@example.com
Keller;Simon;Tannenweg 15;5000;Bern;0447043886;0793739668;1975-07-29;Simon.Keller@gmail.com
Sutter;Simon;Gartenweg 56;9000;St. Gallen;0446438065;0799473499;1973-01-01;Simon.Sutter@mail.com
Meier;Peter;Birkenweg 20;9100;Solothurn;0445198625;0797978535;1965-12-07;Peter.Meier@mail.com
Müller;Anna;Hauptstrasse 52;6003;Sitten;0444853797;0793543120;1958-06-30;Anna.Müller@yahoo.com
Keller;Lena;Seestrasse 36;9000;Thun;0447975858;0791668239;1981-07-28;Lena.Keller@example.com
Baumann;Maria;Talstrasse 2;3000;Zug;0448537374;0793840613;1968-08-14;Maria.Baumann@mail.com
Weber;Nina;Poststrasse 49;9200;St. Gallen;0441849975;0796290954;1951-04-29;Nina.Weber@web.de
Weber;Thomas;Lindenweg 86;8500;Baden;0449789370;0799343726;1992-11-14;Thomas.Weber@example.com
Schmid;Michaela;Schulstrasse 75;9400;Chur;0442144055;0796415432;1975-11-07;Michaela.Schmid@example.com
Wenger;Peter;Bergstrasse 85;9050;Uster;0448982813;0796087818;1982-01-02;Peter.Wenger@example.com
Meier;Felix;Gartenweg 50;9200;Biel;0443804554;0795631305;1983-10-08;Felix.Meier@yahoo.com
Baumann;Max;Gartenweg 49;6300;Uster;0445781828;0798041878;1956-06-06;Max.Baumann@web.de
Schmid;Simon;Lindenweg 95;9000;Schaffhausen;0448537374;0794012905;1982-07-08;Simon.Schmid@mail.com
Sutter;Laura;Talstrasse 76;8001;Bern;0442066085;0798551915;1993-03-17;Laura.Sutter@mail.com
Bachmann;Felix;Dorfstrasse 89;9001;Neuenburg;0448157568;0797729364;1960-11-20;Felix.Bachmann@web.de
Gerber;Daniel;Wiesenweg 42;6003;Thun;0441849975;0793946715;1972-07-22;Daniel.Gerber@gmail.com
Marti;Lena;Hauptstrasse 81;5000;Bern;0441814027;0798742111;1983-09-21;Lena.Marti@gmail.com
Schmid;Max;Bahnhofstrasse 21;8002;Baden;0446424159;0798551915;1964-08-11;Max.Schmid@web.de
Baumann;Lukas;Lindenweg 19;9000;Luzern;0445349037;0798273907;1960-11-16;Lukas.Baumann@gmail.com
Meier;Simon;Hauptstrasse 41;8050;Biel;0448350147;0792169562;1968-09-19;Simon.Meier@yahoo.com
Sutter;Markus;Poststrasse 53;8050;Bern;0444747021;0794826697;1974-01-08;Markus.Sutter@gmail.com
Wenger;Felix;Ringstrasse 95;5000;Genf;0444747021;0793501428;1969-01-12;Felix.Wenger@mail.com
Fischer;Lena;Birkenweg 62;8500;Zürich;0448630394;0798742111;1973-04-07;Lena.Fischer@example.com
Marti;Sandra;Ringstrasse 74;8500;Basel;0446247475;0797670330;1972-01-17;Sandra.Marti@yahoo.com
Brunner;Felix;Wiesenweg 93;7000;St. Gallen;0443352937;0795597697;2000-12-13;Felix.Brunner@web.de
Marti;Kevin;Sonnenweg 57;6003;Luzern;0443403090;0793478279;1987-09-01;Kevin.Marti@mail.com
Steiner;Markus;Weidstrasse 75;8050;Basel;0445192456;0791282670;1976-12-13;Markus.Steiner@yahoo.com
Müller;Sandra;Talstrasse 49;8002;Biel;0442187777;0793739668;1960-10-02;Sandra.Müller@gmail.com
Lehmann;Nina;Poststrasse 90;6300;Lausanne;0442322425;0794552384;1971-04-03;Nina.Lehmann@web.de
Wenger;Max;Rosenweg 67;8304;Schaffhausen;0448145853;0796112895;2000-06-04;Max.Wenger@gmail.com
Bachmann;Daniel;Seestrasse 79;6300;Thun;0442322425;0797526210;1984-04-24;Daniel.Bachmann@yahoo.com
Schmid;Nina;Wiesenweg 69;6300;Uster;0446533396;0796209489;1990-03-05;Nina.Schmid@gmail.com
Steiner;Peter;Dorfstrasse 59;8500;Schaffhausen;0449153046;0793475351;1952-01-22;Peter.Steiner@yahoo.com
Kunz;Max;Talstrasse 66;9000;Solothurn;0441025317;0791954558;1951-08-04;Max.Kunz@example.com
Bachmann;Peter;Bahnhofstrasse 75;8500;Zürich;0449923823;0796616369;1952-02-15;Peter.Bachmann@example.com
Brunner;Michaela;Hauptstrasse 66;9001;Neuenburg;0443810194;0793543120;1966-02-17;Michaela.Brunner@gmail.com
Steiner;Felix;Lindenweg 69;8050;Chur;0444648586;0798742111;1977-12-13;Felix.Steiner@mail.com
Kunz;Julia;Gartenweg 78;9200;Lugano;0445192456;0797740808;1963-11-11;Julia.Kunz@gmail.com
Brunner;Sophie;Talstrasse 79;5000;Sitten;0445259121;0795114420;1997-05-20;Sophie.Brunner@example.com
Kunz;Nina;Wiesenweg 52;3000;Baden;0449689685;0793840613;1970-12-17;Nina.Kunz@gmail.com
Sutter;Daniel;Schulstrasse 99;4001;Baden;0447704715;0792915444;1980-07-30;Daniel.Sutter@web.de
Marti;Markus;Poststrasse 29;9200;St. Gallen;0443669973;0798830298;1966-02-26;Markus.Marti@yahoo.com
Maurer;David;Dorfstrasse 87;6300;Solothurn;0441277545;0793741172;1962-05-13;David.Maurer@mail.com
Maurer;Markus;Schulstrasse 37;9200;Winterthur;0448482574;0796415432;1988-01-29;Markus.Maurer@gmail.com
